PC1,PC2,label,num_cellulases,cellulase_list,cellulases,clade
38.44544868972028,-0.29821663059594883,Thermothielavioides_terrestris_NRRL_8126,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH3, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
14.729246069793446,-0.4983198721823141,Cutaneotrichosporon_oleaginosum,6,"['GH1', 'GH3', 'GH5', 'GH5', 'GH9', 'GH16']","GH1, GH3, GH5, GH5, GH9, GH16",Basidiomycota
15.531880814259235,6.2739868753990145,Exophiala_mesophila,6,"['GH1', 'GH3', 'GH3', 'GH5', 'GH12', 'GH16']","GH1, GH3, GH3, GH5, GH12, GH16",Ascomycota
30.98765634515738,-0.0025726131120822615,Lindgomyces_ingoldianus,11,"['GH1', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH3, GH3, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-27.78716488910047,-3.4329708887109613,Saprolegnia_parasitica_CBS_223.65,2,"['GH1', 'GH3']","GH1, GH3",Oomycota
5.463169522533729,-44.173011758907876,Solanum_lycopersicum,6,"['GH1', 'GH2', 'GH3', 'GH3', 'GH9', 'GH51']","GH1, GH2, GH3, GH3, GH9, GH51",Viridiplantae
-3.0853014435488135,17.820627933377207,Loxodonta_africana,1,['GH1'],GH1,Chordata
-2.588211454765703,12.761128446281552,Diaphorina_citri,2,"['GH1', 'GH12']","GH1, GH12",Arthropoda
-3.2672761530935115,17.380805435710222,Callorhinchus_milii,1,['GH1'],GH1,Chordata
-25.539300901028312,-1.6498407786409819,Lonchura_striata_domestica,2,"['GH1', 'GH3']","GH1, GH3",Chordata
29.9074130265888,1.5746450803121492,Bipolaris_victoriae_FI3,11,"['GH1', 'GH3', 'GH3', 'GH5', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH3, GH3, GH5, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-14.37736394238892,-52.36278645737827,Dendrobium_catenatum,4,"['GH1', 'GH3', 'GH9', 'GH51']","GH1, GH3, GH9, GH51",Viridiplantae
-4.384034690812663,-2.8790836459284,Puntigrus_tetrazona,2,"['GH1', 'GH2']","GH1, GH2",Chordata
3.8598250118198254,-38.6976352383843,Arabidopsis_thaliana,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-25.012843020134945,-4.163826048392789,Taeniopygia_guttata,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-3.9930019462496533,16.62768132638723,Octodon_degus,1,['GH1'],GH1,Chordata
-22.663025464237887,1.138225036096158,Aedes_albopictus,2,"['GH1', 'GH10']","GH1, GH10",Arthropoda
1.8728507173299764,-33.166735871239894,Nicotiana_tomentosiformis,4,"['GH1', 'GH3', 'GH9', 'GH51']","GH1, GH3, GH9, GH51",Viridiplantae
-13.674359075612854,-56.031516382639666,Mangifera_indica,6,"['GH1', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH9, GH10, GH51",Viridiplantae
-24.570317349796806,-3.4676854595161686,Pseudonaja_textilis,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-5.843738861305434,-26.77098520855394,Trachymyrmex_zeteki,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
-29.07665442324331,-2.779358133677051,Cuculus_canorus,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-4.025600668497099,17.153148666400927,Takifugu_rubripes,1,['GH1'],GH1,Chordata
-10.532071708758801,-57.8703666517137,Vigna_radiata_var._radiata,7,"['GH1', 'GH2', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH9, GH10, GH51",Viridiplantae
-8.158707615857756,18.44514717250008,Arvicola_amphibius,1,['GH1'],GH1,Chordata
36.15134769423011,10.042412152317981,Aspergillus_novofumigatus_IBT_16806,10,"['GH1', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH6, GH7, GH10, GH12, GH16, GH51, GH74",Ascomycota
37.32713254817382,-2.8833387696564845,Verticillium_alfalfae_VaMs.102,12,"['GH1', 'GH2', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH5, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
16.5600267177708,0.3956322593421528,Kwoniella_bestiolae_CBS_10118,8,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH9', 'GH16']","GH1, GH2, GH3, GH3, GH5, GH5, GH9, GH16",Basidiomycota
-5.197147892061638,17.2578520253203,Culex_pipiens_pallens,1,['GH1'],GH1,Arthropoda
-1.577862700879189,-36.69237253893068,Crassostrea_virginica,4,"['GH1', 'GH3', 'GH9', 'GH10']","GH1, GH3, GH9, GH10",Spiralia
7.274161448774522,-17.50792520230024,Lachancea_thermotolerans_CBS_6340,1,['GH16'],GH16,Ascomycota
34.16435303855624,-0.016806576310036847,Sclerotinia_sclerotiorum_1980_UF-70,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-4.108333388301443,-4.026158440627982,Amphiprion_ocellaris,2,"['GH1', 'GH2']","GH1, GH2",Chordata
-4.371473120457425,16.462212195213727,Puma_concolor,1,['GH1'],GH1,Chordata
39.440491588323354,-4.116758309543402,Colletotrichum_scovillei,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH6', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH5, GH6, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
-3.848198141226464,16.67468862188457,Thunnus_albacares,1,['GH1'],GH1,Chordata
-5.313056101172984,17.903249504214113,Onychomys_torridus,1,['GH1'],GH1,Chordata
-24.31019593796946,-2.5269770054653464,Nanorana_parkeri,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-2.817562904996605,17.367276439797713,Cervus_elaphus,1,['GH1'],GH1,Chordata
-1.0390452966992194,-36.37078762560498,Monoraphidium_neglectum,4,"['GH1', 'GH3', 'GH9', 'GH10']","GH1, GH3, GH9, GH10",Viridiplantae
-28.374544767981934,-1.6832416482258723,Catharus_ustulatus,2,"['GH1', 'GH3']","GH1, GH3",Chordata
19.398426039960263,0.6313308085235744,Suillus_bovinus,9,"['GH1', 'GH3', 'GH3', 'GH5', 'GH5', 'GH9', 'GH12', 'GH16', 'GH131']","GH1, GH3, GH3, GH5, GH5, GH9, GH12, GH16, GH131",Basidiomycota
-10.971415718246499,-57.95205773703584,Sorghum_bicolor,7,"['GH1', 'GH2', 'GH3', 'GH9', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH9, GH10, GH51",Viridiplantae
32.80270550746472,1.280259322594233,Trematosphaeria_pertusa,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
3.7345114000773534,-37.18638770029418,Macadamia_integrifolia,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-2.3833189984754495,18.492129220300644,Condylura_cristata,1,['GH1'],GH1,Chordata
7.081504980758141,-17.65354063259664,Pneumocystis_murina_B123,1,['GH16'],GH16,Ascomycota
-4.78176550784922,18.88515602213294,Scyliorhinus_canicula,1,['GH1'],GH1,Chordata
-3.423556120772295,-3.339720859148496,Papilio_machaon,2,"['GH1', 'GH2']","GH1, GH2",Arthropoda
-9.519559960162194,18.78327617940169,Drosophila_suzukii,1,['GH1'],GH1,Arthropoda
13.0964241514789,-8.588823458369754,Bacidia_gigantensis,4,"['GH3', 'GH3', 'GH12', 'GH16']","GH3, GH3, GH12, GH16",Ascomycota
-25.743673482386782,-3.579934694905109,Corvus_brachyrhynchos,2,"['GH1', 'GH3']","GH1, GH3",Chordata
7.981259926623176,-12.250622067526894,[Candida]_haemuloni,2,"['GH3', 'GH16']","GH3, GH16",Ascomycota
-2.7507575649170826,17.374982753446965,Papio_anubis,1,['GH1'],GH1,Chordata
-5.956939616047097,17.01542578738647,Castor_canadensis,1,['GH1'],GH1,Chordata
3.746192904546243,-13.055183804296323,Trypanosoma_conorhini,1,['GH3'],GH3,other
-4.965926494443093,16.190542632318177,Physeter_catodon,1,['GH1'],GH1,Chordata
-5.428716927647902,16.753973363712785,Ictidomys_tridecemlineatus,1,['GH1'],GH1,Chordata
-7.7669835956707365,-26.58490495889453,Cyphomyrmex_costatus,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
3.207292604946761,-38.46905907950973,Ricinus_communis,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-14.211766000565781,-1.6916967279020005,Geosmithia_morbida,5,"['GH1', 'GH3', 'GH5', 'GH7', 'GH51']","GH1, GH3, GH5, GH7, GH51",Ascomycota
19.211314106490317,1.2438921163496646,Suillus_subalutaceus,12,"['GH1', 'GH2', 'GH3', 'GH3', 'GH3', 'GH5', 'GH5', 'GH9', 'GH12', 'GH16', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH3, GH5, GH5, GH9, GH12, GH16, GH51, GH131",Basidiomycota
4.184104816288051,-43.80465979856832,Brassica_oleracea_var._oleracea,7,"['GH1', 'GH2', 'GH3', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH3, GH9, GH10, GH51",Viridiplantae
-26.295055313375986,-5.465373479619803,Zonotrichia_albicollis,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-3.49051913197565,18.095235733320596,Chlorocebus_sabaeus,1,['GH1'],GH1,Chordata
-2.465231152509711,17.711791384351265,Phaethon_lepturus,1,['GH1'],GH1,Chordata
-3.371608217518472,18.540197314486008,Scleropages_formosus,1,['GH1'],GH1,Chordata
23.10649924323846,-14.781312681923257,Folsomia_candida,6,"['GH1', 'GH3', 'GH9', 'GH10', 'GH30', 'GH45']","GH1, GH3, GH9, GH10, GH30, GH45",Arthropoda
-10.490132473584449,-56.07618610211766,Camellia_sinensis,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH9', 'GH51']","GH1, GH2, GH3, GH9, GH9, GH51",Viridiplantae
-5.433166183871449,17.890391124170584,Xiphophorus_couchianus,1,['GH1'],GH1,Chordata
6.264169443529403,-12.031424217368759,Debaryomyces_hansenii_CBS767,3,"['GH2', 'GH3', 'GH16']","GH2, GH3, GH16",Ascomycota
-3.2458390681109814,14.244130860083793,Ostreococcus_lucimarinus_CCE9901,1,['GH1'],GH1,Viridiplantae
2.488669036353912,-10.233724420098078,Penaeus_monodon,1,['GH2'],GH2,Arthropoda
-6.3466046417542215,16.932001574453636,Camelus_dromedarius,1,['GH1'],GH1,Chordata
-28.26245742474292,-5.774067353841461,Zootoca_vivipara,2,"['GH1', 'GH3']","GH1, GH3",Chordata
4.035543264175503,-38.69746302857522,Capsella_rubella,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
40.61541664839435,-6.112778507094757,Fusarium_oxysporum_f._sp._lycopersici_4287,12,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH6', 'GH7', 'GH10', 'GH45', 'GH51', 'GH74']","GH1, GH2, GH3, GH3, GH5, GH5, GH6, GH7, GH10, GH45, GH51, GH74",Ascomycota
0.26329984936557344,-44.0591136269552,Aegilops_tauschii_subsp._strangulata,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
6.149253024114915,-43.65957297860138,Nicotiana_attenuata,6,"['GH1', 'GH3', 'GH3', 'GH3', 'GH9', 'GH51']","GH1, GH3, GH3, GH3, GH9, GH51",Viridiplantae
-2.2877372342121216,19.775643644555515,Perca_flavescens,1,['GH1'],GH1,Chordata
-4.141518249857403,-3.4695752888878117,Aethina_tumida,2,"['GH1', 'GH2']","GH1, GH2",Arthropoda
35.691409874014184,11.75515941264465,Aspergillus_udagawae,9,"['GH1', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH6, GH7, GH10, GH16, GH51, GH74",Ascomycota
-4.342564156194942,17.396691776206215,Labrus_bergylta,1,['GH1'],GH1,Chordata
-2.3782941368329706,19.785181078811373,Chondrus_crispus,1,['GH1'],GH1,other
-4.686959583167886,18.20016325371978,Oncorhynchus_nerka,1,['GH1'],GH1,Chordata
-6.228815874562464,15.676519019509401,Suricata_suricatta,1,['GH1'],GH1,Chordata
-2.57057405339072,0.6670775779955257,Purpureocillium_lilacinum,5,"['GH1', 'GH2', 'GH3', 'GH12', 'GH45']","GH1, GH2, GH3, GH12, GH45",Ascomycota
-4.799855008640425,-3.6762578914765536,Aphidius_gifuensis,2,"['GH1', 'GH2']","GH1, GH2",Arthropoda
-6.004792864805475,17.305032885520614,Drosophila_santomea,1,['GH1'],GH1,Arthropoda
33.25149999574929,0.22265146647392597,Botrytis_fragariae,14,"['GH1', 'GH2', 'GH3', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
36.331198981280345,11.802934825976093,Talaromyces_atroroseus,7,"['GH1', 'GH3', 'GH6', 'GH7', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH6, GH7, GH16, GH51, GH74",Ascomycota
0.43471022536699044,-42.64322207765704,Tripterygium_wilfordii,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
-3.156715068379623,-3.4459949546700512,Hyposmocoma_kahamanoa,2,"['GH1', 'GH2']","GH1, GH2",Arthropoda
-4.651137807867675,17.66924724463909,Salmo_trutta,1,['GH1'],GH1,Chordata
-6.020639456180629,16.272028857764923,Larimichthys_crocea,1,['GH1'],GH1,Chordata
14.928599730681576,-3.2192313855563657,Ceraceosorus_guamensis,7,"['GH3', 'GH3', 'GH5', 'GH9', 'GH12', 'GH16', 'GH51']","GH3, GH3, GH5, GH9, GH12, GH16, GH51",Basidiomycota
24.333773137392686,-11.843017286325354,Phytophthora_sojae,8,"['GH3', 'GH3', 'GH5', 'GH7', 'GH10', 'GH12', 'GH30', 'GH131']","GH3, GH3, GH5, GH7, GH10, GH12, GH30, GH131",Oomycota
3.406194771270165,12.20005114288188,Thalassiosira_pseudonana_CCMP1335,2,"['GH1', 'GH16']","GH1, GH16",other
-25.876415713138886,-1.1791693822065592,Corapipo_altera,2,"['GH1', 'GH3']","GH1, GH3",Chordata
16.350615948786615,0.2727268731643332,Kwoniella_dejecticola_CBS_10117,8,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH5', 'GH9', 'GH16']","GH1, GH2, GH3, GH3, GH5, GH5, GH9, GH16",Basidiomycota
-6.9752593691863245,16.60693005677813,Drosophila_melanogaster,1,['GH1'],GH1,Arthropoda
27.447397804252443,8.100967311680952,Pseudocercospora_fijiensis_CIRAD86,8,"['GH1', 'GH3', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16', 'GH51']","GH1, GH3, GH3, GH7, GH10, GH12, GH16, GH51",Ascomycota
38.633170588978004,9.33178686745552,Trichoderma_citrinoviride,9,"['GH1', 'GH2', 'GH3', 'GH3', 'GH6', 'GH7', 'GH10', 'GH12', 'GH74']","GH1, GH2, GH3, GH3, GH6, GH7, GH10, GH12, GH74",Ascomycota
-0.8642395603761054,-36.74154208440348,Pecten_maximus,4,"['GH1', 'GH3', 'GH9', 'GH10']","GH1, GH3, GH9, GH10",Spiralia
37.011388667709596,-2.2147590915727444,Pseudogymnoascus_verrucosus,14,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH16, GH45, GH51, GH74, GH131",Ascomycota
-3.646981331524764,-31.893954482659264,Octopus_bimaculoides,3,"['GH1', 'GH3', 'GH9']","GH1, GH3, GH9",Spiralia
-5.336307455215113,16.506081999058377,Diuraphis_noxia,1,['GH1'],GH1,Arthropoda
-2.8638513719678604,20.965488534030122,Gavia_stellata,1,['GH1'],GH1,Chordata
5.211572303024517,-37.39998373623187,Prunus_avium,5,"['GH1', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH3, GH9, GH10, GH51",Viridiplantae
-1.9714927042941377,18.77064550125061,Phalacrocorax_carbo,1,['GH1'],GH1,Chordata
-5.377560562651057,18.26529931827716,Seriola_dumerili,1,['GH1'],GH1,Chordata
-4.348381665644208,18.658050731076962,Sphaeramia_orbicularis,1,['GH1'],GH1,Chordata
35.586811386275286,8.81031003776812,Aspergillus_steynii_IBT_23096,10,"['GH1', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH5, GH6, GH7, GH12, GH16, GH51, GH74",Ascomycota
-25.548457163386065,-3.9678753580408452,Geotrypetes_seraphini,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-4.248906034504022,17.076542447993614,Drosophila_albomicans,1,['GH1'],GH1,Arthropoda
37.874794236189494,-2.46710280732127,Pyricularia_grisea,13,"['GH1', 'GH2', 'GH3', 'GH3', 'GH5', 'GH6', 'GH7', 'GH10', 'GH12', 'GH45', 'GH51', 'GH74', 'GH131']","GH1, GH2, GH3, GH3, GH5, GH6, GH7, GH10, GH12, GH45, GH51, GH74, GH131",Ascomycota
-6.521377403085513,17.58276829294644,Latimeria_chalumnae,1,['GH1'],GH1,Chordata
-7.117834464876017,16.53538011308141,Pteropus_alecto,1,['GH1'],GH1,Chordata
7.180546918133267,-8.943619556112107,Yamadazyma_tenuis_ATCC_10573,3,"['GH3', 'GH5', 'GH16']","GH3, GH5, GH16",Ascomycota
30.812437494070203,-10.581142407874891,Kockovaella_imperatae,10,"['GH1', 'GH2', 'GH3', 'GH5', 'GH5', 'GH9', 'GH10', 'GH16', 'GH30', 'GH51']","GH1, GH2, GH3, GH5, GH5, GH9, GH10, GH16, GH30, GH51",Basidiomycota
-3.4139252444328587,-3.0853016123736685,Zeugodacus_cucurbitae,2,"['GH1', 'GH2']","GH1, GH2",Arthropoda
29.094523067608147,0.6158709585292084,Ascochyta_rabiei,10,"['GH1', 'GH3', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH3, GH3, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-5.444364446651058,-27.388353292248247,Pogonomyrmex_barbatus,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
-3.7385457560813506,-20.54635090050524,Rhopalosiphum_maidis,2,"['GH2', 'GH9']","GH2, GH9",Arthropoda
-3.9671851048733098,-2.7539805797323322,Harpegnathos_saltator,2,"['GH1', 'GH2']","GH1, GH2",Arthropoda
32.01450067614176,-11.792063303884595,Agaricus_bisporus_var._burnettii_JB137-S8,11,"['GH1', 'GH3', 'GH3', 'GH5', 'GH6', 'GH9', 'GH10', 'GH12', 'GH30', 'GH51', 'GH74']","GH1, GH3, GH3, GH5, GH6, GH9, GH10, GH12, GH30, GH51, GH74",Basidiomycota
-5.824231685052614,-27.538480032767367,Apis_dorsata,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
-28.15354025604253,-2.9659602702901338,Gekko_japonicus,2,"['GH1', 'GH3']","GH1, GH3",Chordata
-0.6350197134816515,-43.04981304553078,Phoenix_dactylifera,6,"['GH1', 'GH2', 'GH3', 'GH9', 'GH10', 'GH51']","GH1, GH2, GH3, GH9, GH10, GH51",Viridiplantae
-13.465258383409248,-53.46326748680173,Carya_illinoinensis,5,"['GH1', 'GH3', 'GH9', 'GH9', 'GH51']","GH1, GH3, GH9, GH9, GH51",Viridiplantae
-5.586728530197473,-27.051333533492926,Bombus_pyrosoma,2,"['GH1', 'GH9']","GH1, GH9",Arthropoda
-6.594629374144026,18.179986420105806,Rattus_rattus,1,['GH1'],GH1,Chordata
32.84774335565599,12.332137904128423,Aspergillus_sclerotioniger_CBS_115572,8,"['GH1', 'GH3', 'GH3', 'GH7', 'GH12', 'GH16', 'GH51', 'GH74']","GH1, GH3, GH3, GH7, GH12, GH16, GH51, GH74",Ascomycota
-3.166359074600894,21.406661941962973,Pungitius_pungitius,1,['GH1'],GH1,Chordata
-6.431561402587737,15.958111735725845,Salvelinus_namaycush,1,['GH1'],GH1,Chordata
7.12965716125118,-16.3149702323323,Eremothecium_gossypii_ATCC_10895,1,['GH16'],GH16,Ascomycota
29.185375453381514,0.35297874547972724,Alternaria_alternata,11,"['GH1', 'GH2', 'GH3', 'GH3', 'GH7', 'GH10', 'GH12', 'GH16', 'GH45', 'GH51', 'GH131']","GH1, GH2, GH3, GH3, GH7, GH10, GH12, GH16, GH45, GH51, GH131",Ascomycota
-4.359558051122308,17.550011899041046,Odocoileus_virginianus_texanus,1,['GH1'],GH1,Chordata
15.553950678169613,-2.0122297153256907,Jaminaea_rosea,7,"['GH1', 'GH3', 'GH3', 'GH5', 'GH9', 'GH16', 'GH51']","GH1, GH3, GH3, GH5, GH9, GH16, GH51",Basidiomycota
